timestamp,cpu_usr,cpu_sys,cpu_idl,cpu_wai,memory_percent,memory_used_mb,memory_available_mb,disk_read_per_sec,disk_write_per_sec,net_send_per_sec,net_recv_per_sec,load1,load5,load15,active_sessions,active_requests,idle_sessions,total_locks,venta_locks,kardex_locks,movimiento_caja_locks,transactions_per_sec,total_reads,total_writes,page_life_expectancy,api_status,api_latency_ms,products_count,events_batch_count,events_lock_count,duration_max_ms,duration_avg_ms,query_duration_max_ms,query_duration_avg_ms,cpu_time_sum_ms,distinct_sessions_count,cpu_total,query_count,lock_event_count,requests_per_session,log_error_count,run_name,experiment_id,es_carga_normal
2026-09-04 05:04:10,45.0,17.6,29.7,0.1,52.9,2073.0,1843.0,35913.0,6017650.0,3731.0,23177.0,8.58,5.24,2.47,25.0,12.0,23.0,13.0,0.0,0.0,0.0,180.83,0.0,1.3333333333333333,798.0,0.0,5005.0,0.0,2,2,5028.0,2515.5,5028.0,2515.5,0.0,1,62.6,2,2,0.48,0,carga1,exp_01,1
2026-09-04 05:04:25,45.4,17.5,29.1,0.1,53.1,2078.0,1838.0,31553.0,3387196.0,3721.0,25660.0,8.73,5.44,2.58,26.0,14.0,24.0,13.0,0.0,0.0,0.0,211.81,0.0,1.0666666666666669,813.0,0.0,5007.0,0.0,0,8,0.0,0.0,0.0,0.0,0.0,0,62.9,0,8,0.5384615384615384,0,carga1,exp_01,1
2026-09-04 05:04:41,44.2,17.7,29.6,0.2,53.3,2089.0,1827.0,67588.0,7501738.0,3866.0,25833.0,8.43,5.54,2.66,25.0,12.0,24.0,13.0,0.0,0.0,0.0,198.87,0.0,1.875,828.0,0.0,5007.0,0.0,2,0,5030.0,2518.5,5030.0,2518.5,0.0,1,61.900000000000006,2,0,0.48,0,carga1,exp_01,1
2026-09-04 05:04:56,43.7,18.1,30.1,0.1,53.5,2095.0,1821.0,7287.0,3644158.0,3627.0,23513.0,9.17,5.85,2.81,25.0,12.0,22.0,13.0,0.0,0.0,0.0,142.46,0.0,0.9333333333333332,843.0,0.0,5008.0,0.0,1,0,164.0,164.0,164.0,164.0,82.0,1,61.8,1,0,0.48,0,carga1,exp_01,1
2026-09-04 05:05:11,43.7,17.6,30.4,0.1,53.8,2108.0,1808.0,24003.0,3492784.0,3946.0,32971.0,9.14,6.01,2.91,25.0,12.0,24.0,13.0,0.0,0.0,0.0,157.17,0.0,1.2666666666666666,858.0,0.0,5007.0,0.0,1,0,5193.0,5193.0,5193.0,5193.0,82.0,1,61.3,1,0,0.48,0,carga1,exp_01,1
2026-09-04 05:05:26,44.1,18.2,29.6,0.1,53.8,2108.0,1808.0,78852.0,5796035.0,3545.0,22474.0,9.57,6.25,3.04,26.0,13.0,24.0,13.0,0.0,0.0,0.0,176.41,0.0,1.0666666666666669,874.0,0.0,5004.0,0.0,2,2,5035.0,2524.5,5035.0,2524.5,4.0,1,62.3,2,2,0.5,0,carga1,exp_01,1
2026-09-04 05:05:41,45.5,17.6,29.1,0.1,53.8,2108.0,1808.0,55854.0,3385495.0,3738.0,23485.0,9.13,6.32,3.11,25.0,12.0,23.0,13.0,0.0,9.0,0.0,131.16,0.0,0.6666666666666666,889.0,0.0,5004.0,0.0,2,12,5036.0,2521.5,5036.0,2521.5,0.0,1,63.1,2,12,0.48,0,carga1,exp_01,1
2026-09-04 05:05:57,45.2,17.8,28.9,0.1,53.9,2110.0,1806.0,12130.0,4613269.0,3841.0,23748.0,8.99,6.44,3.2,29.0,16.0,28.0,13.0,0.0,0.0,0.0,150.3,0.0,1.0625,905.0,0.0,5007.0,0.0,2,0,5033.0,2519.5,5033.0,2519.5,0.0,1,63.0,2,0,0.5517241379310345,0,carga1,exp_01,1
2026-09-04 05:06:12,45.5,17.1,29.7,0.1,54.0,2116.0,1800.0,104127.0,4573487.0,3682.0,22302.0,9.23,6.62,3.32,29.0,16.0,28.0,13.0,0.0,0.0,0.0,170.77,0.0,0.4,920.0,0.0,5009.0,0.0,2,8,5208.0,2694.0,5208.0,2694.0,200.0,1,62.6,2,8,0.5517241379310345,0,carga1,exp_01,1
2026-09-04 05:06:27,45.2,17.0,30.0,0.1,54.2,2122.0,1794.0,0.0,3284278.0,3973.0,23499.0,8.52,6.59,3.36,29.0,16.0,28.0,13.0,0.0,0.0,0.0,151.63,0.0,1.4,935.0,0.0,5006.0,0.0,2,2,5.0,4.0,5.0,4.0,0.0,2,62.2,2,2,0.5517241379310345,0,carga1,exp_01,1
2026-09-04 05:06:42,44.6,17.3,30.1,0.1,54.3,2125.0,1791.0,36113.0,6549317.0,3808.0,22643.0,8.22,6.63,3.42,29.0,16.0,26.0,14.0,2.0,0.0,0.0,144.42,0.0,1.0,950.0,0.0,5007.0,0.0,2,0,5032.0,5031.5,5032.0,5031.5,0.0,2,61.900000000000006,2,0,0.5517241379310345,0,carga1,exp_01,1
2026-09-04 05:06:57,44.6,17.3,29.5,0.4,54.2,2124.0,1792.0,4593.0,3660584.0,3768.0,24741.0,8.58,6.78,3.52,31.0,18.0,29.0,38.0,2.0,10.0,0.0,178.03,0.0666666666666666,10.866666666666667,965.0,0.0,5004.0,0.0,2,5,5031.0,2518.0,5031.0,2518.0,0.0,1,61.900000000000006,2,5,0.5806451612903226,0,carga1,exp_01,1
2026-09-04 05:07:12,44.8,17.0,30.2,0.1,54.3,2126.0,1790.0,97781.0,6819244.0,3814.0,24239.0,8.69,6.89,3.61,29.0,16.0,28.0,45.0,0.0,0.0,0.0,118.44,0.0,1.5333333333333334,980.0,0.0,5008.0,0.0,3,5,5033.0,1681.0,5033.0,1681.0,0.0,2,61.8,3,5,0.5517241379310345,0,carga1,exp_01,1
2026-09-04 05:07:28,46.9,17.0,28.2,0.1,54.4,2129.0,1787.0,540.0,6095240.0,3681.0,22746.0,8.29,6.88,3.66,29.0,16.0,28.0,13.0,0.0,0.0,0.0,121.78,0.0,1.0625,996.0,0.0,5006.0,0.0,2,0,5034.0,2519.5,5034.0,2519.5,0.0,1,63.9,2,0,0.5517241379310345,0,carga1,exp_01,1
2026-09-04 05:07:43,46.5,17.5,27.8,0.1,54.4,2129.0,1788.0,168375.0,3376398.0,3845.0,23803.0,8.7,7.04,3.77,29.0,16.0,28.0,13.0,0.0,0.0,0.0,165.02,0.0,1.2666666666666666,1011.0,0.0,5006.0,0.0,1,0,5033.0,5033.0,5033.0,5033.0,0.0,1,64.0,1,0,0.5517241379310345,0,carga1,exp_01,1
2026-09-04 05:07:58,46.3,16.9,28.8,0.1,54.1,2120.0,1796.0,42149.0,4709041.0,3749.0,21154.0,7.86,6.93,3.79,29.0,16.0,26.0,13.0,0.0,0.0,0.0,170.98,0.0,1.0,1026.0,0.0,5006.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,63.2,0,0,0.5517241379310345,0,carga1,exp_01,1
2026-09-04 05:08:13,44.7,17.2,30.2,0.0,54.3,2127.0,1789.0,10539.0,3279875.0,3660.0,23053.0,8.68,7.16,3.91,29.0,16.0,27.0,13.0,0.0,0.0,0.0,132.02,0.0,0.9333333333333332,1041.0,0.0,5005.0,0.0,0,8,0.0,0.0,0.0,0.0,0.0,0,61.900000000000006,0,8,0.5517241379310345,0,carga1,exp_01,1
2026-09-04 05:08:28,45.7,17.0,29.0,0.1,54.4,2130.0,1786.0,1350.0,5277591.0,3846.0,24129.0,9.73,7.47,4.06,29.0,16.0,28.0,48.0,0.0,6.0,6.0,131.56,0.0,0.9333333333333332,1056.0,0.0,5006.0,0.0,1,0,6.0,6.0,6.0,6.0,0.0,1,62.7,1,0,0.5517241379310345,0,carga1,exp_01,1
2026-09-04 05:08:43,45.3,17.5,29.1,0.1,55.2,2160.0,1756.0,155135.0,3264766.0,3809.0,23321.0,9.31,7.49,4.13,29.0,16.0,28.0,14.0,0.0,0.0,0.0,148.08,0.0,1.2666666666666666,1071.0,0.0,5007.0,0.0,1,0,5040.0,5040.0,5040.0,5040.0,0.0,1,62.8,1,0,0.5517241379310345,0,carga1,exp_01,1
2026-09-04 05:08:59,45.2,18.0,28.9,0.1,55.2,2160.0,1756.0,34816.0,6466825.0,3912.0,29702.0,9.46,7.62,4.22,26.0,13.0,24.0,13.0,0.0,0.0,0.0,230.42,0.0,2.25,1086.0,0.0,5006.0,0.0,3,4,5034.0,1682.6666666666667,5034.0,1682.6666666666667,0.0,1,63.2,3,4,0.5,0,carga1,exp_01,1
2026-09-04 05:09:14,44.0,17.8,29.9,0.2,55.1,2159.0,1757.0,18098.0,3575846.0,3886.0,23182.0,9.53,7.73,4.31,26.0,14.0,24.0,13.0,0.0,0.0,0.0,185.77,0.0,1.1333333333333333,1101.0,0.0,5006.0,0.0,1,4,5040.0,5040.0,5040.0,5040.0,0.0,1,61.8,1,4,0.5384615384615384,0,carga1,exp_01,1
2026-09-04 05:09:29,44.4,17.4,30.1,0.0,55.2,2160.0,1756.0,270.0,3354972.0,3817.0,22980.0,9.72,7.86,4.41,26.0,13.0,24.0,13.0,0.0,0.0,0.0,155.9,0.0,0.6,1117.0,0.0,5007.0,0.0,5,2,5037.0,2019.4,5037.0,2019.4,12.0,3,61.8,5,2,0.5,0,carga1,exp_01,1
2026-09-04 05:09:44,45.6,16.9,29.7,0.1,55.2,2162.0,1754.0,61828.0,5313386.0,3737.0,22348.0,10.25,8.06,4.53,26.0,14.0,25.0,13.0,0.0,0.0,0.0,121.68,0.0,0.8666666666666667,1132.0,0.0,5008.0,0.0,1,0,5034.0,5034.0,5034.0,5034.0,0.0,1,62.5,1,0,0.5384615384615384,0,carga1,exp_01,1
2026-09-04 05:09:59,45.9,17.1,29.2,0.1,55.1,2159.0,1757.0,9983.0,4437511.0,3650.0,21001.0,10.12,8.14,4.62,26.0,13.0,25.0,13.0,0.0,0.0,0.0,91.96,0.0,0.4,1147.0,0.0,5007.0,0.0,2,0,113.0,61.0,113.0,61.0,98.0,2,63.0,2,0,0.5,0,carga1,exp_01,1
2026-09-04 05:10:14,45.9,17.2,29.0,0.1,55.4,2168.0,1748.0,61812.0,6465658.0,3917.0,22820.0,9.86,8.21,4.72,26.0,13.0,24.0,13.0,0.0,0.0,0.0,171.86,0.0,0.6,1162.0,0.0,5006.0,0.0,2,8,5145.0,5094.0,5145.0,5094.0,98.0,2,63.1,2,8,0.5,0,carga1,exp_01,1
2026-09-04 05:10:30,45.3,17.1,29.2,0.1,55.4,2169.0,1747.0,22126.0,3313984.0,3773.0,24266.0,9.36,8.17,4.76,26.0,13.0,25.0,13.0,0.0,0.0,0.0,186.69,0.0,1.0,1178.0,0.0,5007.0,0.0,1,0,16.0,16.0,16.0,16.0,6.0,1,62.4,1,0,0.5,0,carga1,exp_01,1
2026-09-04 05:10:45,45.0,17.7,29.0,0.1,55.6,2177.0,1739.0,184459.0,4780012.0,3696.0,22870.0,9.7,8.3,4.86,26.0,13.0,25.0,45.0,0.0,11.0,6.0,184.29,0.0,0.9333333333333332,1193.0,0.0,5008.0,0.0,1,0,5042.0,5042.0,5042.0,5042.0,6.0,1,62.7,1,0,0.5,0,carga1,exp_01,1
2026-09-04 05:11:00,45.4,17.4,29.2,0.1,55.6,2178.0,1738.0,0.0,3264028.0,3659.0,23588.0,9.57,8.33,4.92,26.0,14.0,24.0,13.0,0.0,0.0,0.0,147.75,0.0,1.3333333333333333,1208.0,0.0,5007.0,0.0,3,6,5067.0,1703.0,5067.0,1703.0,60.0,2,62.8,3,6,0.5384615384615384,0,carga1,exp_01,1
2026-09-04 05:11:15,43.7,17.8,30.2,0.1,55.6,2176.0,1740.0,139545.0,5356699.0,3613.0,23241.0,9.64,8.41,5.0,26.0,13.0,24.0,13.0,0.0,0.0,0.0,177.26,0.0,0.4,1223.0,0.0,5006.0,0.0,1,6,5047.0,5047.0,5047.0,5047.0,0.0,1,61.5,1,6,0.5,0,carga1,exp_01,1
2026-09-04 05:11:30,44.3,17.4,30.3,0.1,55.6,2176.0,1740.0,199016.0,3413512.0,3809.0,23713.0,9.95,8.54,5.1,26.0,13.0,24.0,13.0,0.0,0.0,0.0,167.06,0.0,1.0,1238.0,0.0,5006.0,0.0,1,0,4.0,4.0,4.0,4.0,0.0,1,61.7,1,0,0.5,0,carga1,exp_01,1
2026-09-04 05:11:46,43.8,17.7,30.5,0.0,55.7,2181.0,1735.0,0.0,5949124.0,3884.0,25284.0,9.27,8.47,5.13,25.0,16.0,24.0,13.0,0.0,0.0,0.0,207.85,0.0,0.9375,1254.0,0.0,5004.0,0.0,1,0,5028.0,5028.0,5028.0,5028.0,0.0,1,61.5,1,0,0.64,0,carga1,exp_01,1
2026-09-04 05:12:01,44.1,17.2,30.5,0.1,55.6,2179.0,1737.0,183246.0,3303020.0,3879.0,21988.0,9.08,8.46,5.18,25.0,14.0,22.0,13.0,0.0,0.0,0.0,129.73,0.0,1.2,1269.0,0.0,5007.0,0.0,4,0,5184.0,2593.75,5184.0,2593.75,204.0,2,61.3,4,0,0.56,0,carga1,exp_01,1
2026-09-04 05:12:16,45.0,17.5,29.7,0.1,55.5,2173.0,1743.0,37527.0,6494096.0,3638.0,25198.0,9.42,8.57,5.27,25.0,13.0,24.0,13.0,0.0,0.0,0.0,201.83,0.0,1.4,1284.0,0.0,5005.0,0.0,2,0,5062.0,2547.5,5062.0,2547.5,54.0,1,62.5,2,0,0.52,0,carga1,exp_01,1
2026-09-04 05:12:31,45.2,16.5,30.4,0.1,55.9,2190.0,1726.0,0.0,3263990.0,3654.0,22041.0,9.18,8.56,5.32,25.0,13.0,24.0,13.0,0.0,0.0,0.0,124.92,0.0,0.3333333333333333,1299.0,0.0,5005.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0,61.7,0,2,0.52,0,carga1,exp_01,1
2026-09-04 05:12:46,46.0,16.5,29.9,0.1,55.6,2178.0,1738.0,196820.0,6713487.0,3758.0,24613.0,9.28,8.61,5.39,25.0,13.0,23.0,13.0,0.0,0.0,0.0,173.42,0.0,0.8,1314.0,0.0,5008.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,62.5,0,0,0.52,0,carga1,exp_01,1
2026-09-04 05:13:01,46.8,16.8,29.3,0.1,55.8,2185.0,1731.0,18614.0,4289774.0,3706.0,21544.0,8.94,8.57,5.43,25.0,13.0,24.0,13.0,0.0,0.0,0.0,132.84,0.0,0.4,1329.0,0.0,5005.0,0.0,2,0,5170.0,2658.0,5170.0,2658.0,180.0,1,63.6,2,0,0.52,0,carga1,exp_01,1
2026-09-04 05:13:17,47.5,16.5,28.2,0.1,55.8,2184.0,1732.0,78284.0,3160524.0,3733.0,18992.0,8.6,8.51,5.46,25.0,14.0,23.0,13.0,0.0,0.0,0.0,138.0,0.0,0.375,1344.0,0.0,5004.0,0.0,2,2,5130.0,2611.5,5130.0,2611.5,164.0,1,64.0,2,2,0.56,0,carga1,exp_01,1
2026-09-04 05:13:32,46.7,16.7,28.9,0.1,55.8,2184.0,1732.0,36737.0,6116769.0,3671.0,23500.0,9.31,8.66,5.56,25.0,13.0,24.0,13.0,0.0,0.0,0.0,174.37,0.0,0.2666666666666666,1360.0,0.0,5008.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0,63.400000000000006,0,2,0.52,0,carga1,exp_01,1
2026-09-04 05:13:47,45.7,16.9,29.4,0.1,55.9,2188.0,1728.0,100512.0,3290131.0,3883.0,22573.0,9.78,8.8,5.65,26.0,13.0,23.0,13.0,0.0,0.0,0.0,169.86,0.0,0.6,1375.0,0.0,5007.0,0.0,1,0,5033.0,5033.0,5033.0,5033.0,0.0,1,62.6,1,0,0.5,0,carga1,exp_01,1
2026-09-04 05:14:02,45.1,16.9,30.0,0.1,55.7,2182.0,1734.0,0.0,3142861.0,3914.0,22396.0,9.51,8.79,5.7,23.0,10.0,22.0,13.0,0.0,0.0,0.0,110.49,0.0,0.8,1390.0,0.0,5005.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,62.0,0,0,0.4347826086956521,0,carga1,exp_01,1
2026-09-04 05:14:17,44.6,17.2,29.9,0.1,55.9,2189.0,1727.0,230376.0,5536856.0,3562.0,21555.0,9.54,8.83,5.77,23.0,10.0,22.0,13.0,0.0,0.0,0.0,128.97,0.0,0.2666666666666666,1405.0,0.0,5008.0,0.0,1,0,216.0,216.0,216.0,216.0,114.0,1,61.8,1,0,0.4347826086956521,0,carga1,exp_01,1
2026-09-04 05:14:32,45.5,17.3,29.0,0.1,56.0,2193.0,1723.0,68304.0,3227016.0,3848.0,26607.0,9.93,8.95,5.86,23.0,10.0,21.0,13.0,0.0,0.0,0.0,191.01,0.0,0.8666666666666667,1420.0,0.0,5007.0,0.0,2,2,5245.0,2625.0,5245.0,2625.0,114.0,2,62.8,2,2,0.4347826086956521,0,carga1,exp_01,1
2026-09-04 05:14:48,44.8,16.8,30.4,0.1,56.0,2193.0,1723.0,93364.0,6183904.0,3680.0,24941.0,9.89,8.99,5.92,23.0,11.0,22.0,13.0,0.0,0.0,0.0,142.3,0.0,0.9375,1435.0,0.0,5007.0,0.0,3,8,5038.0,3360.0,5038.0,3360.0,0.0,2,61.6,3,8,0.4782608695652174,0,carga1,exp_01,1
2026-09-04 05:15:03,44.5,16.7,31.0,0.0,56.1,2199.0,1717.0,0.0,3124372.0,3737.0,18698.0,9.68,8.99,5.97,23.0,10.0,22.0,13.0,0.0,0.0,0.0,84.95,0.0,0.2666666666666666,1450.0,0.0,5007.0,0.0,4,0,5038.0,1310.0,5038.0,1310.0,100.0,3,61.2,4,0,0.4347826086956521,0,carga1,exp_01,1
2026-09-04 05:15:18,45.7,16.4,30.3,0.1,55.9,2189.0,1727.0,7570.0,7648153.0,3759.0,22042.0,9.66,9.02,6.03,23.0,10.0,22.0,13.0,0.0,0.0,0.0,90.49,0.0,0.3333333333333333,1465.0,0.0,5008.0,0.0,2,0,5208.0,5117.5,5208.0,5117.5,100.0,2,62.1,2,0,0.4347826086956521,0,carga1,exp_01,1
2026-09-04 05:15:33,46.0,16.2,30.2,0.1,56.3,2203.0,1713.0,109627.0,5835627.0,3783.0,20627.0,9.18,8.95,6.05,23.0,10.0,22.0,13.0,0.0,0.0,0.0,82.67,0.0,0.4,1480.0,0.0,5006.0,0.0,2,8,5032.0,2517.5,5032.0,2517.5,0.0,1,62.2,2,8,0.4347826086956521,0,carga1,exp_01,1
2026-09-04 05:15:48,45.3,16.6,30.5,0.1,56.2,2200.0,1716.0,86284.0,3276920.0,3851.0,23592.0,9.66,9.07,6.14,23.0,10.0,22.0,13.0,0.0,0.0,0.0,129.29,0.0,1.0,1497.0,0.0,5006.0,0.0,3,0,5029.0,1743.3333333333333,5029.0,1743.3333333333333,103.0,2,61.9,3,0,0.4347826086956521,0,carga1,exp_01,1
2026-09-04 05:16:03,45.2,16.9,30.0,0.1,56.2,2199.0,1717.0,203230.0,5460503.0,3859.0,22284.0,9.77,9.12,6.2,25.0,12.0,24.0,13.0,0.0,0.0,0.0,170.59,0.0,0.8,1512.0,0.0,5007.0,0.0,2,3,5225.0,2616.0,5225.0,2616.0,103.0,2,62.1,2,3,0.48,0,carga1,exp_01,1
2026-09-04 05:16:19,44.5,17.3,30.1,0.1,56.3,2203.0,1713.0,24851.0,3364676.0,3590.0,23308.0,9.31,9.05,6.23,25.0,12.0,24.0,13.0,0.0,0.0,0.0,159.33,0.0,0.4375,1527.0,0.0,5004.0,0.0,1,3,5039.0,5039.0,5039.0,5039.0,0.0,1,61.8,1,3,0.48,0,carga1,exp_01,1
2026-09-04 05:16:34,46.0,17.1,28.9,0.2,56.2,2200.0,1716.0,76768.0,4649321.0,3535.0,20066.0,9.63,9.14,6.3,25.0,12.0,24.0,13.0,0.0,0.0,0.0,78.8,0.0,0.3333333333333333,1542.0,0.0,5009.0,0.0,1,0,180.0,180.0,180.0,180.0,169.0,1,63.1,1,0,0.48,0,carga1,exp_01,1
2026-09-04 05:16:49,45.6,16.8,29.5,0.0,56.2,2201.0,1715.0,540.0,3268628.0,3764.0,19113.0,8.95,9.02,6.31,25.0,12.0,23.0,13.0,0.0,0.0,0.0,126.67,0.0,0.2,1557.0,0.0,5006.0,0.0,1,0,5213.0,5213.0,5213.0,5213.0,169.0,1,62.400000000000006,1,0,0.48,0,carga1,exp_01,1
2026-09-04 05:17:04,46.7,16.4,29.2,0.1,55.7,2181.0,1735.0,213453.0,5936754.0,2628.0,20564.0,9.34,9.1,6.38,25.0,12.0,23.0,13.0,0.0,0.0,0.0,114.11,0.0,0.3333333333333333,1572.0,0.0,5007.0,0.0,2,0,5038.0,2521.0,5038.0,2521.0,0.0,1,63.1,2,0,0.48,0,carga1,exp_01,1
