timestamp                 metric                    value
2026-09-04 05:46:41       detalle_venta_locks       0
2026-09-04 05:46:41       inventario_locks          0
2026-09-04 05:46:41       kardex_locks              0
2026-09-04 05:46:41       caja_locks                0
2026-09-04 05:46:41       movimiento_caja_locks     0
2026-09-04 05:46:41       auditoria_locks           0
2026-09-04 05:46:41       api_status                0
2026-09-04 05:46:41       api_latency_ms            5006
2026-09-04 05:46:41       products_count            0
2026-09-04 05:46:41       sales_count               0
2026-09-04 05:46:56       cpu_usr                   46.4
2026-09-04 05:46:56       cpu_sys                   16.7
2026-09-04 05:46:56       cpu_idl                   29.1
2026-09-04 05:46:56       cpu_wai                   0.1
2026-09-04 05:46:56       cpu_stl                   0.0
2026-09-04 05:46:56       memory_percent            55.7
2026-09-04 05:46:56       memory_used_mb            2181
2026-09-04 05:46:56       memory_available_mb       1735
2026-09-04 05:46:56       disk_read_per_sec         225461
2026-09-04 05:46:56       disk_write_per_sec        4911009
2026-09-04 05:46:56       net_send_per_sec          5548
2026-09-04 05:46:56       net_recv_per_sec          33629
2026-09-04 05:46:56       load1                     9.14
2026-09-04 05:46:56       load5                     7.02
2026-09-04 05:46:56       load15                    4.38
2026-09-04 05:46:56       active_sessions           35
2026-09-04 05:46:56       active_requests           25
2026-09-04 05:46:56       long_queries              21
2026-09-04 05:46:56       long_transactions         21
2026-09-04 05:46:56       idle_sessions             33
2026-09-04 05:46:56       lock_waits                0
2026-09-04 05:46:56       total_locks               13
2026-09-04 05:46:56       deadlocks_per_sec         0
2026-09-04 05:46:56       page_life_expectancy      462
2026-09-04 05:46:56       buffer_cache_hit_ratio    100.0
2026-09-04 05:46:56       transactions_per_sec      129.73
2026-09-04 05:46:56       page_reads_per_sec        0.0
2026-09-04 05:46:56       page_writes_per_sec       0.0
2026-09-04 05:46:56       rollbacks_per_sec         0.0
2026-09-04 05:46:56       batch_requests_per_sec    0.0
2026-09-04 05:46:56       sql_compilations_per_sec  0.0
2026-09-04 05:46:56       database_size_mb          0
2026-09-04 05:46:56       total_reads               708
2026-09-04 05:46:56       total_writes              559
2026-09-04 05:46:56       venta_locks               0
2026-09-04 05:46:56       detalle_venta_locks       0
2026-09-04 05:46:56       inventario_locks          0
2026-09-04 05:46:56       kardex_locks              0
2026-09-04 05:46:56       caja_locks                0
2026-09-04 05:46:56       movimiento_caja_locks     0
2026-09-04 05:46:56       auditoria_locks           0
2026-09-04 05:46:56       api_status                0
2026-09-04 05:46:56       api_latency_ms            5010
2026-09-04 05:46:56       products_count            0
2026-09-04 05:46:56       sales_count               0
2026-09-04 05:47:12       cpu_usr                   46.4
2026-09-04 05:47:12       cpu_sys                   16.8
2026-09-04 05:47:12       cpu_idl                   29.2
2026-09-04 05:47:12       cpu_wai                   0.0
2026-09-04 05:47:12       cpu_stl                   0.0
2026-09-04 05:47:12       memory_percent            55.3
2026-09-04 05:47:12       memory_used_mb            2166
2026-09-04 05:47:12       memory_available_mb       1750
2026-09-04 05:47:12       disk_read_per_sec         171208
2026-09-04 05:47:12       disk_write_per_sec        2866323
2026-09-04 05:47:12       net_send_per_sec          5861
2026-09-04 05:47:12       net_recv_per_sec          36113
2026-09-04 05:47:12       load1                     9.16
2026-09-04 05:47:12       load5                     7.14
2026-09-04 05:47:12       load15                    4.46
2026-09-04 05:47:12       active_sessions           35
2026-09-04 05:47:12       active_requests           24
2026-09-04 05:47:12       long_queries              21
2026-09-04 05:47:12       long_transactions         21
2026-09-04 05:47:12       idle_sessions             34
2026-09-04 05:47:12       lock_waits                0
2026-09-04 05:47:12       total_locks               13
2026-09-04 05:47:12       deadlocks_per_sec         0
2026-09-04 05:47:12       page_life_expectancy      479
2026-09-04 05:47:12       buffer_cache_hit_ratio    100.0
2026-09-04 05:47:12       transactions_per_sec      108.15
2026-09-04 05:47:12       page_reads_per_sec        0.0
2026-09-04 05:47:12       page_writes_per_sec       0.0
2026-09-04 05:47:12       rollbacks_per_sec         0.0
2026-09-04 05:47:12       batch_requests_per_sec    0.0
2026-09-04 05:47:12       sql_compilations_per_sec  0.0
2026-09-04 05:47:12       database_size_mb          0
2026-09-04 05:47:12       total_reads               708
2026-09-04 05:47:12       total_writes              561
2026-09-04 05:47:12       venta_locks               0
2026-09-04 05:47:12       detalle_venta_locks       0
2026-09-04 05:47:12       inventario_locks          0
2026-09-04 05:47:12       kardex_locks              0
2026-09-04 05:47:12       caja_locks                0
2026-09-04 05:47:12       movimiento_caja_locks     0
2026-09-04 05:47:12       auditoria_locks           0
2026-09-04 05:47:12       api_status                0
2026-09-04 05:47:12       api_latency_ms            5005
2026-09-04 05:47:12       products_count            0
2026-09-04 05:47:12       sales_count               0
2026-09-04 05:47:27       cpu_usr                   46.0
2026-09-04 05:47:27       cpu_sys                   17.2
2026-09-04 05:47:27       cpu_idl                   28.4
2026-09-04 05:47:27       cpu_wai                   0.1
2026-09-04 05:47:27       cpu_stl                   0.0
2026-09-04 05:47:27       memory_percent            55.3
2026-09-04 05:47:27       memory_used_mb            2164
2026-09-04 05:47:27       memory_available_mb       1752
2026-09-04 05:47:27       disk_read_per_sec         17278
2026-09-04 05:47:27       disk_write_per_sec        7300654
2026-09-04 05:47:27       net_send_per_sec          5547
2026-09-04 05:47:27       net_recv_per_sec          33973
2026-09-04 05:47:27       load1                     9.52
2026-09-04 05:47:27       load5                     7.32
2026-09-04 05:47:27       load15                    4.57
2026-09-04 05:47:27       active_sessions           23
2026-09-04 05:47:27       active_requests           10
2026-09-04 05:47:27       long_queries              9
2026-09-04 05:47:27       long_transactions         9
2026-09-04 05:47:27       idle_sessions             22
2026-09-04 05:47:27       lock_waits                0
2026-09-04 05:47:27       total_locks               13
2026-09-04 05:47:27       deadlocks_per_sec         0
2026-09-04 05:47:27       page_life_expectancy      494
2026-09-04 05:47:27       buffer_cache_hit_ratio    100.0
2026-09-04 05:47:27       transactions_per_sec      100.71
2026-09-04 05:47:27       page_reads_per_sec        0.0
2026-09-04 05:47:27       page_writes_per_sec       0.0
2026-09-04 05:47:27       rollbacks_per_sec         0.0
2026-09-04 05:47:27       batch_requests_per_sec    0.0
2026-09-04 05:47:27       sql_compilations_per_sec  0.0
2026-09-04 05:47:27       database_size_mb          0
2026-09-04 05:47:27       total_reads               708
2026-09-04 05:47:27       total_writes              562
2026-09-04 05:47:27       venta_locks               0
2026-09-04 05:47:27       detalle_venta_locks       0
2026-09-04 05:47:27       inventario_locks          0
2026-09-04 05:47:27       kardex_locks              0
2026-09-04 05:47:27       caja_locks                0
2026-09-04 05:47:27       movimiento_caja_locks     0
2026-09-04 05:47:27       auditoria_locks           0
2026-09-04 05:47:27       api_status                0
2026-09-04 05:47:27       api_latency_ms            5005
2026-09-04 05:47:27       products_count            0
2026-09-04 05:47:27       sales_count               0
2026-09-04 05:47:42       cpu_usr                   46.4
2026-09-04 05:47:42       cpu_sys                   17.2
2026-09-04 05:47:42       cpu_idl                   28.4
2026-09-04 05:47:42       cpu_wai                   0.0
2026-09-04 05:47:42       cpu_stl                   0.0
2026-09-04 05:47:42       memory_percent            55.4
2026-09-04 05:47:42       memory_used_mb            2169
2026-09-04 05:47:42       memory_available_mb       1747
2026-09-04 05:47:42       disk_read_per_sec         43457
2026-09-04 05:47:42       disk_write_per_sec        2975311
2026-09-04 05:47:42       net_send_per_sec          5370
2026-09-04 05:47:42       net_recv_per_sec          34548
2026-09-04 05:47:42       load1                     9.54
2026-09-04 05:47:42       load5                     7.43
2026-09-04 05:47:42       load15                    4.64
2026-09-04 05:47:42       active_sessions           23
2026-09-04 05:47:42       active_requests           10
2026-09-04 05:47:42       long_queries              9
2026-09-04 05:47:42       long_transactions         9
2026-09-04 05:47:42       idle_sessions             21
2026-09-04 05:47:42       lock_waits                0
2026-09-04 05:47:42       total_locks               13
2026-09-04 05:47:42       deadlocks_per_sec         0
2026-09-04 05:47:42       page_life_expectancy      509
2026-09-04 05:47:42       buffer_cache_hit_ratio    100.0
2026-09-04 05:47:42       transactions_per_sec      103.39
2026-09-04 05:47:42       page_reads_per_sec        0.0
2026-09-04 05:47:42       page_writes_per_sec       0.0
2026-09-04 05:47:42       rollbacks_per_sec         0.0
2026-09-04 05:47:42       batch_requests_per_sec    0.0
2026-09-04 05:47:42       sql_compilations_per_sec  0.0
2026-09-04 05:47:42       database_size_mb          0
2026-09-04 05:47:42       total_reads               708
2026-09-04 05:47:42       total_writes              567
2026-09-04 05:47:42       venta_locks               0
2026-09-04 05:47:42       detalle_venta_locks       0
2026-09-04 05:47:42       inventario_locks          0
2026-09-04 05:47:42       kardex_locks              0
2026-09-04 05:47:42       caja_locks                0
2026-09-04 05:47:42       movimiento_caja_locks     0
2026-09-04 05:47:42       auditoria_locks           0
2026-09-04 05:47:42       api_status                0
2026-09-04 05:47:42       api_latency_ms            5009
2026-09-04 05:47:42       products_count            0
2026-09-04 05:47:42       sales_count               0
2026-09-04 05:47:57       cpu_usr                   44.5
2026-09-04 05:47:57       cpu_sys                   19.1
2026-09-04 05:47:57       cpu_idl                   28.4
2026-09-04 05:47:57       cpu_wai                   0.2
2026-09-04 05:47:57       cpu_stl                   0.0
2026-09-04 05:47:57       memory_percent            55.7
2026-09-04 05:47:57       memory_used_mb            2183
2026-09-04 05:47:57       memory_available_mb       1733
2026-09-04 05:47:57       disk_read_per_sec         275336
2026-09-04 05:47:57       disk_write_per_sec        8642422
2026-09-04 05:47:57       net_send_per_sec          5844
2026-09-04 05:47:57       net_recv_per_sec          34678
2026-09-04 05:47:57       load1                     10.04
2026-09-04 05:47:57       load5                     7.65
2026-09-04 05:47:57       load15                    4.76
2026-09-04 05:47:57       active_sessions           23
2026-09-04 05:47:57       active_requests           11
2026-09-04 05:47:57       long_queries              9
2026-09-04 05:47:57       long_transactions         9
2026-09-04 05:47:57       idle_sessions             21
2026-09-04 05:47:57       lock_waits                0
2026-09-04 05:47:57       total_locks               13
2026-09-04 05:47:57       deadlocks_per_sec         0
2026-09-04 05:47:57       page_life_expectancy      524
2026-09-04 05:47:57       buffer_cache_hit_ratio    100.0
2026-09-04 05:47:57       transactions_per_sec      196.99
2026-09-04 05:47:57       page_reads_per_sec        0.0
2026-09-04 05:47:57       page_writes_per_sec       0.0
2026-09-04 05:47:57       rollbacks_per_sec         0.0
2026-09-04 05:47:57       batch_requests_per_sec    0.0
2026-09-04 05:47:57       sql_compilations_per_sec  0.0
2026-09-04 05:47:57       database_size_mb          0
2026-09-04 05:47:57       total_reads               708
2026-09-04 05:47:57       total_writes              571
2026-09-04 05:47:57       venta_locks               0
2026-09-04 05:47:57       detalle_venta_locks       0
2026-09-04 05:47:57       inventario_locks          0
2026-09-04 05:47:57       kardex_locks              0
2026-09-04 05:47:57       caja_locks                0
2026-09-04 05:47:57       movimiento_caja_locks     0
2026-09-04 05:47:57       auditoria_locks           0
2026-09-04 05:47:57       api_status                0
2026-09-04 05:47:57       api_latency_ms            5007
2026-09-04 05:47:57       products_count            0
2026-09-04 05:47:57       sales_count               0
2026-09-04 05:48:12       cpu_usr                   45.2
2026-09-04 05:48:12       cpu_sys                   18.2
2026-09-04 05:48:12       cpu_idl                   28.7
2026-09-04 05:48:12       cpu_wai                   0.1
2026-09-04 05:48:12       cpu_stl                   0.0
2026-09-04 05:48:12       memory_percent            55.5
2026-09-04 05:48:12       memory_used_mb            2174
2026-09-04 05:48:12       memory_available_mb       1742
2026-09-04 05:48:12       disk_read_per_sec         158665
2026-09-04 05:48:12       disk_write_per_sec        3873298
2026-09-04 05:48:12       net_send_per_sec          5519
2026-09-04 05:48:12       net_recv_per_sec          37528
2026-09-04 05:48:12       load1                     9.47
2026-09-04 05:48:12       load5                     7.63
2026-09-04 05:48:12       load15                    4.80
2026-09-04 05:48:12       active_sessions           23
2026-09-04 05:48:12       active_requests           11
2026-09-04 05:48:12       long_queries              9
2026-09-04 05:48:12       long_transactions         9
2026-09-04 05:48:12       idle_sessions             22
2026-09-04 05:48:12       lock_waits                0
2026-09-04 05:48:12       total_locks               13
2026-09-04 05:48:12       deadlocks_per_sec         0
2026-09-04 05:48:12       page_life_expectancy      539
2026-09-04 05:48:12       buffer_cache_hit_ratio    100.0
2026-09-04 05:48:12       transactions_per_sec      169.13
2026-09-04 05:48:12       page_reads_per_sec        0.0
2026-09-04 05:48:12       page_writes_per_sec       0.0
2026-09-04 05:48:12       rollbacks_per_sec         0.0
2026-09-04 05:48:12       batch_requests_per_sec    0.0
2026-09-04 05:48:12       sql_compilations_per_sec  0.0
2026-09-04 05:48:12       database_size_mb          0
2026-09-04 05:48:12       total_reads               708
2026-09-04 05:48:12       total_writes              583
2026-09-04 05:48:12       venta_locks               0
2026-09-04 05:48:12       detalle_venta_locks       0
2026-09-04 05:48:12       inventario_locks          0
